SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Specials Comp,ADL Suppliers,MEL Suppliers
3763020P,Kiddylicious,Lil Dippers Houmus,Baby,3.6,3.6,0.0,52g,52g,,,True,['968353 AUSTRALIAN RETAIL FOOD NETWORK'],['968353 AUSTRALIAN RETAIL FOOD NETWORK']
3616671P,L'Oreal,Paris Excellence 5 Brown Hair Colour,Health & Beauty,12.0,12.0,0.0,1 pack,1 pack,$pecials,$pecials,True,"[""720488 L'OREAL AUST P/L""]","[""720488 L'OREAL AUST P/L""]"
6934720P,Coles,Kitchen Family Stir Fry,Fruit & Vegetables,3.0,3.0,0.0,400g,400g,,,True,"['939312 FRESH PRODUCE DC (NSW)', '759066 HARVEST FRESH CUTS P/L', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '942633 CARTER & SPENCER NORTH QLD', '745294 VEGCO P/L', '933347 COSTAS (TASMANIA)']","['939312 FRESH PRODUCE DC (NSW)', '759066 HARVEST FRESH CUTS P/L', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '942633 CARTER & SPENCER NORTH QLD', '745294 VEGCO P/L', '933347 COSTAS (TASMANIA)']"
2129482P,Carman's,Dark Choc & Cranberry Gourmet Protein Bar 5 pack,Back to School,6.3,6.3,0.0,200g,200g,,,True,"[""943459 CARMAN'S""]","[""943459 CARMAN'S""]"
4675530P,Pacific West,Frozen Cocktail Spring Rolls 68 pack,Frozen,8.0,8.0,0.0,1kg,1kg,$pecials,$pecials,True,"['970686 PACIFIC WEST FOODS', '938162 KYLIE AUST P/L']","['970686 PACIFIC WEST FOODS', '938162 KYLIE AUST P/L']"
7247191P,Coles,Colby Cheese Slices 12 Pack,Back to School,4.4,4.4,0.0,250g,250g,,,True,"['974876 SAPUTO DAIRY AUSTRALIA (SDA)', '937068 FONTERRA BRANDS (AUST) P/L H/BRA', '965764 BEGA CHEESE LTD (SBU) (HOUSEBRAN', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '965630 BEGA CHEESE LTD (HOUSEBRAND)']","['974876 SAPUTO DAIRY AUSTRALIA (SDA)', '937068 FONTERRA BRANDS (AUST) P/L H/BRA', '965764 BEGA CHEESE LTD (SBU) (HOUSEBRAN', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '965630 BEGA CHEESE LTD (HOUSEBRAND)']"
3752589P,Daley Street,Medium/Dark Coffee Ground,Pantry,6.0,6.0,0.0,200g,200g,$pecials,$pecials,True,['975850 SUNTORY COFFEE AUSTRALIA (COLESB'],['975850 SUNTORY COFFEE AUSTRALIA (COLESB']
2279361P,Nature's Way,Probiotic,Health & Beauty,15.0,15.0,0.0,30 pack,30 pack,,,True,['479551 PHARM-A-CARE LABORATORIES P/L'],['479551 PHARM-A-CARE LABORATORIES P/L']
3015456P,Quorn,Frozen Vegan Hot & Spicy Burgers,Summer Entertaining,7.0,7.0,0.0,264g,264g,,,True,"['976959 MENORA FOODS', '64122 MENORA FOODS P/L']","['976959 MENORA FOODS', '64122 MENORA FOODS P/L']"
2303852P,Lilydale,Free Range Chicken Drumsticks Bulk Pack,Meat & Seafood,6.0,6.0,0.0,approx. 1kg each,approx. 1kg each,,,True,['669148 BAIADA POULTRY P/L (RANDOM WEIGH'],['669148 BAIADA POULTRY P/L (RANDOM WEIGH']
3863342P,Coles,Cat Litter Clay,Pet,4.7,4.7,0.0,10kg,10kg,,,True,['964905 ARUMPO BENTONITE P/L (HOUSEBRAND'],['964905 ARUMPO BENTONITE P/L (HOUSEBRAND']
2137800P,McCain,Frozen Sweet Potato Chips,Frozen,5.5,5.5,0.0,750g,750g,$pecials,$pecials,True,['32557 MCCAIN FOOD AUST P/L'],['32557 MCCAIN FOOD AUST P/L']
3380407P,Cucina Matese,Egg Lasagne Italian No 112,Pantry,2.5,2.5,0.0,250g,250g,,,True,"['951699 AIR GUITAR AUSTRALIA', '975512 LA MOLISANA SPA']","['951699 AIR GUITAR AUSTRALIA', '975512 LA MOLISANA SPA']"
3771528P,Starbucks,Espresso Roast Beans,Pantry,9.0,9.0,0.0,200g,200g,,,True,['621994 NESTLE AUST LTD'],['621994 NESTLE AUST LTD']
3062140P,Fireball,Cinnamon Whisky 200mL,Liquor,21.0,21.0,0.0,1 Each,1 Each,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3212027P,Freedom Foods,Heritage Mill Maple Date Toasted Muesli,Pantry,7.0,7.0,0.0,1kg,1kg,,,True,['973667 FREEDOM FOODS GROUP TRADING PTY'],['973667 FREEDOM FOODS GROUP TRADING PTY']
6920930P,Kellogg's,LCMs Kaleidos Puffed Rice Snack Bars 6 pack,Back to School,2.0,2.0,0.0,132g,132g,$pecials,$pecials,True,['25054 KELLOGG AUST P/L'],['25054 KELLOGG AUST P/L']
3169879P,Coles,Unsalted Butter,"Dairy, Eggs & Meals",2.8,2.8,0.0,250g,250g,,,True,"['656186 COLES SUPERMARKETS (EXP)', '974521 AUSTRALIAN BUTTER FACTORY PTY LT']","['656186 COLES SUPERMARKETS (EXP)', '974521 AUSTRALIAN BUTTER FACTORY PTY LT']"
3468585P,Peckish,Gluten Free Puff Bites Rice Snacks Soy Chicken,Pantry,2.0,2.0,0.0,80g,80g,$pecials,$pecials,True,"['64122 MENORA FOODS P/L', '976959 MENORA FOODS']","['64122 MENORA FOODS P/L', '976959 MENORA FOODS']"
3249990P,Coles,Document Wallet With Button Assorted Colours,Back to School,2.3,2.3,0.0,3 pack,3 pack,$pecials,$pecials,True,['972613 FPL GROUP LIMITED'],['972613 FPL GROUP LIMITED']
344076P,Melitta,Blue Mountain Style Medium Roast Ground Coffee,Pantry,3.0,3.0,0.0,250g,250g,$pecials,$pecials,True,"['945407 STUART ALEXANDER (CONFECTIONERY)', '975057 BRANDS & MARKS PTY LTD', '957478 PREMIER FOOD & BEVERAGES P/L', '929588 LINDT & SP', '2127 STUART ALEXANDER (GROCERY)']","['945407 STUART ALEXANDER (CONFECTIONERY)', '975057 BRANDS & MARKS PTY LTD', '957478 PREMIER FOOD & BEVERAGES P/L', '929588 LINDT & SP', '2127 STUART ALEXANDER (GROCERY)']"
1888852P,Palmolive,Cherry Blossom Hand Sanitiser,Health & Beauty,1.5,1.5,0.0,48mL,48mL,,,True,['51977 COLGATE PALMOLIVE P/L'],['51977 COLGATE PALMOLIVE P/L']
8578P,Coon,Tasty Cheese Slices 24 pack,Back to School,6.0,6.0,0.0,500g,500g,$pecials,$pecials,True,"['609625 DAIRY FARMERS', '971478 WARRNAMBOOL CHEESE & BUTTER', '265454 LD & D AUST P/L']","['609625 DAIRY FARMERS', '971478 WARRNAMBOOL CHEESE & BUTTER', '265454 LD & D AUST P/L']"
3183778P,The Juice Brothers,Orange Juice Chilled,Drinks,7.0,7.0,0.0,1.5L,1.5L,,,True,['4111 LD & D AUST P/L'],['4111 LD & D AUST P/L']
6811527P,Libra,Ultra Thin with Wings Regular Pads,Health & Beauty,2.94,2.94,0.0,14 pack,14 pack,,,True,"['4545 THE SORBENT PAPER CO', '976023 ASALEO PERSONAL CARE']","['4545 THE SORBENT PAPER CO', '976023 ASALEO PERSONAL CARE']"
9556404P,H2,Coco 100% Natural Pure Coconut Water,Drinks,2.85,2.85,0.0,330mL,330mL,,,True,['966232 H2COCO P/L'],['966232 H2COCO P/L']
3755850P,Whitley Neill,Rhubarb & Ginger Gin 700mL,Liquor,60.0,60.0,0.0,1 Each,1 Each,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
8219781P,Coles Finest,Angus Beef Sausages,Summer Entertaining,8.5,8.5,0.0,500g,500g,,,True,"['970071 Beak & Johnston Pty Ltd (COLESBR', '930307 COLES MT PROD - C9228/9230 PMO', '742792 GOURMET CHEVUPS P/L', '922606 THE BRITISH SAUSAGE CO P/L']","['970071 Beak & Johnston Pty Ltd (COLESBR', '930307 COLES MT PROD - C9228/9230 PMO', '742792 GOURMET CHEVUPS P/L', '922606 THE BRITISH SAUSAGE CO P/L']"
5171066P,Norsca,Ultra Protection Antiperspirant Forest Fresh Deodorant,Health & Beauty,3.0,3.0,0.0,245mL,245mL,$pecials,$pecials,True,['479551 PHARM-A-CA'],['479551 PHARM-A-CA']
3736957P,Kewpie,Mayonnaise 50% Reduced Fat,Pantry,3.75,3.75,0.0,300g,300g,$pecials,$pecials,True,['641316 ORIENTAL MERCHANT P/L'],['641316 ORIENTAL MERCHANT P/L']
6033363P,Coles,Original Rice Cakes,Summer Entertaining,1.65,1.65,0.0,150g,150g,,,True,['952702 REAL FOODS P/L (PRIVATE LABEL)'],['952702 REAL FOODS P/L (PRIVATE LABEL)']
3776510P,Nescafe,Cookies & Cream Coffee Sachets,Pantry,6.3,6.3,0.0,10 pack,10 pack,,,True,['621994 NESTLE AUST LTD'],['621994 NESTLE AUST LTD']
3797532P,Masterfoods,Charred Memphis Rub,Pantry,3.75,3.75,0.0,50g,50g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
2992215P,Arnott's,Crackers Original Bbq Shapes 8 Pack,Back to School,3.0,3.0,0.0,200g,200g,$pecials,$pecials,True,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]","[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]"
2914018P,Skittles,Fruits Lollies Party Share Bag,Pantry,3.5,3.5,0.0,180g,180g,$pecials,$pecials,True,"['974932 MARS WRIGLEY CONFECTIONERY', '51314 THE WRIGLEY CO P/L']","['974932 MARS WRIGLEY CONFECTIONERY', '51314 THE WRIGLEY CO P/L']"
3731716P,Coles,Soft Wholemeal & Wholegrain Wraps 8 pack,Bakery,2.0,2.0,0.0,360g,360g,$pecials,$pecials,True,['970211 True Foods Pty. Ltd. (COLESBRAND'],['970211 True Foods Pty. Ltd. (COLESBRAND']
124761P,John West,Wild Alaskan Red Salmon,Pantry,5.5,5.5,0.0,105g,105g,,,True,['14729 SIMPLOT AU'],['14729 SIMPLOT AU']
3294724P,Coles,Chicken Caesar Salad Bowl,Fruit & Vegetables,6.0,6.0,0.0,180g,180g,,,True,"['933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)']","['933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)']"
5231601P,Brunswick,Wild Sardines in Spring Water,Pantry,1.9,1.9,0.0,106g,106g,,,True,"['921597 FREEDOM FOODS GROUP LTD', '363740 FINE FOOD AGENCIES P/L', '973637 FREEDOM FOODS GROUP TRADING PTY']","['921597 FREEDOM FOODS GROUP LTD', '363740 FINE FOOD AGENCIES P/L', '973637 FREEDOM FOODS GROUP TRADING PTY']"
3535900P,Moosehead,Perfecting Pomade,Health & Beauty,9.0,9.0,0.0,100g,100g,,,True,"[""965864 MCPHERSON'S CONSUMER PROD P/L (C""]","[""965864 MCPHERSON'S CONSUMER PROD P/L (C""]"
6900933P,Coles,Tasty Light Cheddar Cheese Block,"Dairy, Eggs & Meals",8.8,8.8,0.0,1kg,1kg,,,True,"['965764 BEGA CHEESE LTD (SBU) (HOUSEBRAN', '965630 BEGA CHEESE LTD (HOUSEBRAND)', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '974876 SAPUTO DAIRY AUSTRALIA (SDA)', '937417 DAIRY FARMERS (HOUSEBRAND ACCOUN', '937068 FONTERRA BRANDS (AUST) P/L H/BRA']","['965764 BEGA CHEESE LTD (SBU) (HOUSEBRAN', '965630 BEGA CHEESE LTD (HOUSEBRAND)', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '974876 SAPUTO DAIRY AUSTRALIA (SDA)', '937417 DAIRY FARMERS (HOUSEBRAND ACCOUN', '937068 FONTERRA BRANDS (AUST) P/L H/BRA']"
8096069P,Nature's Own,Odourless Fish Oil  2000mg Capsules,Health & Beauty,30.0,30.0,0.0,200 pack,200 pack,,,True,['944967 SANOFI-AVENTIS HEALTHCARE P/L'],['944967 SANOFI-AVENTIS HEALTHCARE P/L']
9755750P,MasterFoods,Lemon Pepper Seasoning No Added Salt,Pantry,3.45,3.45,0.0,50g,50g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
3736811P,Coles Bakery,Apple Pie,Bakery,8.0,8.0,0.0,550g,550g,,,True,['959609 SOURCE FOOD & DRINK (HOUSEBRAND)'],['959609 SOURCE FOOD & DRINK (HOUSEBRAND)']
3330715P,Coopers,Pale Ale Can 375mL,Liquor,20.0,21.0,1.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2749465P,Coles,Pecans,Pantry,4.1,4.1,0.0,150g,150g,,,True,['965928 SCALZO FOOD INDS (GROC) (HOUSEBR'],['965928 SCALZO FOOD INDS (GROC) (HOUSEBR']
1878859P,Dettol,Antibacterial Liquid Hand Wash Refresh Refill,Health & Beauty,6.5,6.5,0.0,950mL,950mL,$pecials,$pecials,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
3452508P,Pukka,Herbal Collection Tea Bags 20 pack,Pantry,7.5,7.5,0.0,34.4g,34.4g,,,True,"['606651 BOTANY INTL FOODS P/L', '421901 UNILEVER A/ASIA FOODS']","['606651 BOTANY INTL FOODS P/L', '421901 UNILEVER A/ASIA FOODS']"
3514740P,Fairy,Platinum Plus Lemon Dishwashing Tablets,Household,35.0,35.0,0.0,45 pack,45 pack,,,True,['422720 PROCTER & GAMBLE AUST P/L'],['422720 PROCTER & GAMBLE AUST P/L']
2343198P,Batiste,Coconut & Exotic Tropical Dry Shampoo,Health & Beauty,16.0,16.0,0.0,400mL,400mL,,,True,['7641 CHURCH & DWIGHT (AUST) P/L'],['7641 CHURCH & DWIGHT (AUST) P/L']
7670726P,Coles,Plastic Medistrips,Health & Beauty,2.2,2.2,0.0,100 pack,100 pack,,,True,['962633 3P P/L (PRIVATE LABEL)'],['962633 3P P/L (PRIVATE LABEL)']
3722191P,Lynx,Aerosol Black Deodorant,Health & Beauty,4.9,4.9,0.0,165mL,165mL,$pecials,$pecials,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
4801136P,Golden Circle,Apricot Nectar Fruit Drink,Drinks,2.9,2.9,0.0,1L,1L,,,True,['109738 HEINZ'],['109738 HEINZ']
5236004P,Coles,Tasty Light Cheddar Cheese,"Dairy, Eggs & Meals",4.0,4.0,0.0,250g,250g,,,True,"['937417 DAIRY FARM', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '974876 SAPUTO DAIRY AUSTRALIA (SDA)', '937068 FONTERRA B', '965630 BEGA CHEES']","['937417 DAIRY FARM', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '974876 SAPUTO DAIRY AUSTRALIA (SDA)', '937068 FONTERRA B', '965630 BEGA CHEES']"
424685P,Weis,Mango Ice Cream Bars 4 Pack,Summer Entertaining,7.5,7.5,0.0,280mL,280mL,,,True,"['40622 STREETS ICE CREAM', '227188 WEIS FROZEN FOODS']","['40622 STREETS ICE CREAM', '227188 WEIS FROZEN FOODS']"
8211586P,Coles,Vegetable Oil,Pantry,8.8,8.8,0.0,4L,4L,,,True,"['972597 100% BOTTLING COMPANY P/L (CB)', '962144 WILMAR TRADING (CHINA) PTE LTD', '145823 OVERSEAS SUPPLIER']","['972597 100% BOTTLING COMPANY P/L (CB)', '962144 WILMAR TRADING (CHINA) PTE LTD', '145823 OVERSEAS SUPPLIER']"
3760496P,The Spice Tailor,Malabar Biryani,Pantry,5.5,5.5,0.0,360g,360g,,,True,['968192 THE SPICE TAILOR (AUST) P/L'],['968192 THE SPICE TAILOR (AUST) P/L']
3710691P,Toni & Guy,Strength Plex Bond Repair Shampoo,Health & Beauty,16.0,16.0,0.0,250mL,250mL,,,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
7255338P,Marzena,Sensitive Hair Remover Lotion,Health & Beauty,4.25,4.25,0.0,170g,170g,$pecials,$pecials,True,['617857 MARKETING BROKERS AUST P/L'],['617857 MARKETING BROKERS AUST P/L']
397006P,SPC,Pear Natural Juice Can,Drinks,3.15,3.05,0.10000000000000009,850mL,850mL,,,True,"['41327 SPC ARDMONA OPERATIONS LTD (OB)', '976400 SHEPPARTON PARTNERS COLLECTIVE O']","['41327 SPC ARDMONA OPERATIONS LTD (OB)', '976400 SHEPPARTON PARTNERS COLLECTIVE O']"
3590658P,Huggies,Ultra-Dry Nappy Pants For Girls 12-17 Kg Size 5,Baby,25.0,25.0,0.0,52 pack,52 pack,$pecials,$pecials,True,['25208 KIMBERLY CLARK-AUST P/L'],['25208 KIMBERLY CLARK-AUST P/L']
3873561P,Smirnoff,Seltzer Raspberry Rose Can 250mL,Summer Entertaining,18.0,17.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3004937P,Herbal Essences,Bio Renew Conditioner Morocco Argan Oil,Health & Beauty,12.0,12.0,0.0,400mL,400mL,,,True,['422720 PROCTER & GAMBLE AUST P/L'],['422720 PROCTER & GAMBLE AUST P/L']
165556P,Casal Mendes,Rose 750mL,Liquor,7.0,7.0,0.0,1 Each,1 Each,$pecials,$pecials,True,"['12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '805291 LIQUOR CONNECTION']","['12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '805291 LIQUOR CONNECTION']"
1842669P,Pilot,Frixion Blue Erasable Ballpoint Pen,Back to School,2.6,2.6,0.0,1 pack,1 pack,$pecials,$pecials,True,"['963207 PILOT PEN AUST P/L (X-DOCK)', '617105 DALTON PACKAGING P/L', '974460 PILOT PEN AUSTRALIA (FIW)']","['963207 PILOT PEN AUST P/L (X-DOCK)', '617105 DALTON PACKAGING P/L', '974460 PILOT PEN AUSTRALIA (FIW)']"
3455324P,Wrigley's,Extra Soft Chew Sugar Free White Peppermint Chewing Gum  Bottle 30 Piece,Pantry,4.0,4.0,0.0,67g,67g,,,True,['974932 MARS WRIGLEY CONFECTIONERY'],['974932 MARS WRIGLEY CONFECTIONERY']
2288250P,Fancy Feast,Cheddar Delights Grilled Whitefish in Gravy Cat Food,Pet,1.45,1.45,0.0,85g,85g,,,True,"['605450 NESTLE AUST LTD FRISKIES PET CAR', '971213 NESTLE PURINA PETCARE']","['605450 NESTLE AUST LTD FRISKIES PET CAR', '971213 NESTLE PURINA PETCARE']"
5433162P,Coles,Baby Peas,Pantry,1.0,0.85,0.15000000000000002,420g,420g,,,True,"['959795 BONDUELLE DEVELOPMENT', '145823 OVERSEAS SUPPLIER']","['959795 BONDUELLE DEVELOPMENT', '145823 OVERSEAS SUPPLIER']"
3433999P,Pringles,Minis Original Salted Potato Chips 5 pack,Back to School,3.2,3.2,0.0,95g,95g,,,True,['25054 KELLOGG AUST P/L'],['25054 KELLOGG AUST P/L']
5824818P,McKenzie's,Bicarbonate Soda Canister,Pantry,4.0,3.95,0.04999999999999982,350g,350g,,,True,['50032 WARD MCKENZIE P/L'],['50032 WARD MCKENZIE P/L']
9500240P,U By Kotex,Overnight Extra Regular Wings Pads,Health & Beauty,4.0,4.0,0.0,10 pack,10 pack,,,True,"['25208 KIMBERLY CLARK-AUST P/L', '965992 KIMBERLY-CLARK AUSTRALIA P/L (AD']","['25208 KIMBERLY CLARK-AUST P/L', '965992 KIMBERLY-CLARK AUSTRALIA P/L (AD']"
9611648P,Streets,Golden Gaytime Ice Cream Sticks 4 pack,Summer Entertaining,8.5,8.5,0.0,400mL,400mL,,,True,['40622 STREETS ICE CREAM'],['40622 STREETS ICE CREAM']
3118415P,Bounce,Gluten Free Coconut Lemon Protein Energy Ball,Pantry,2.0,2.0,0.0,40g,40g,$pecials,$pecials,True,['968704 BOUNCE FOODS'],['968704 BOUNCE FOODS']
5048219P,Viva,White Paper Towels,Household,4.0,4.0,0.0,3 pack,3 pack,$pecials,$pecials,True,"['965991 KIMBERLY-', '25208 KIMBERLY C']","['965991 KIMBERLY-', '25208 KIMBERLY C']"
1513179P,Optimum,Puppy Chicken Wet Dog Food Tray,Pet,1.5,1.5,0.0,100g,100g,,,True,['47392 MARS PETCARE AUSTRALIA'],['47392 MARS PETCARE AUSTRALIA']
1382525P,Sunrice,Rice & Quinoa,Pantry,2.8,2.8,0.0,250g,250g,,,True,['42030 SUNRICE'],['42030 SUNRICE']
3041241P,Coles,Pine Nuts,Pantry,7.0,7.0,0.0,150g,150g,,,True,"['925431 TRUMPS (PRIVATE LABEL)', '965928 SCALZO FOOD INDS (GROC) (HOUSEBR']","['925431 TRUMPS (PRIVATE LABEL)', '965928 SCALZO FOOD INDS (GROC) (HOUSEBR']"
2916341P,Gaia,Natural Baby Shampoo,Baby,7.35,7.35,0.0,375mL,375mL,$pecials,$pecials,True,"['965521 GAIA SKIN NATURALS', '720429 NICE-PAK PRODUCTS P/L']","['965521 GAIA SKIN NATURALS', '720429 NICE-PAK PRODUCTS P/L']"
5169950P,Brut,Antiperspirant Endurance Ultra Dry Deodorant For Men,Health & Beauty,3.15,3.15,0.0,245mL,245mL,$pecials,$pecials,True,['479551 PHARM-A-CARE LABORATORIES P/L'],['479551 PHARM-A-CARE LABORATORIES P/L']
3759362P,Optimum,Kitten 2-12 Months Chunks In Jelly With Salmon Cat Food Pouch,Pet,1.9,1.9,0.0,85g,85g,,,True,['47392 MARS PETCARE AUSTRALIA'],['47392 MARS PETCARE AUSTRALIA']
3708441P,Taylors Of Harrogate,Yorkshire Tea Proper Strong,Pantry,5.0,5.0,0.0,100 pack,100 pack,$pecials,$pecials,True,['32077 MANASSEN FOODS AUST P/L'],['32077 MANASSEN FOODS AUST P/L']
3633580P,Mirabella,Round Clear ES Globe Warm White Filament Led 2W 250 Lumens,Household,6.5,6.5,0.0,1 each,1 each,,,True,['31585 MIRABELLA INTL P/L (LOCAL)'],['31585 MIRABELLA INTL P/L (LOCAL)']
8782565P,Coles Bakery,Jam Sponge Roll,Bakery,2.5,2.5,0.0,400g,400g,,,True,['964722 THE CAKE SYNDICATE P/L (HOUSEBRA'],['964722 THE CAKE SYNDICATE P/L (HOUSEBRA']
6823151P,Valcom,Red Curry Paste,International Foods,3.2,3.2,0.0,210g,210g,$pecials,$pecials,True,"['641316 ORIENTAL MERCHANT P/L', '652806 ORIENTAL DISTRIBUTORS P/L']","['641316 ORIENTAL MERCHANT P/L', '652806 ORIENTAL DISTRIBUTORS P/L']"
3476073P,Bref,Active Duo Mediterranean Lemon Toilet Cleaner,Household,2.5,2.5,0.0,50mL,50mL,$pecials,$pecials,True,['972100 HENKEL AUSTRALIA PTY LTD'],['972100 HENKEL AUSTRALIA PTY LTD']
1334533P,Five Tastes,Thai Green Curry Paste,International Foods,3.0,3.0,0.0,210g,210g,$pecials,$pecials,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
5270035P,Hoyts,Mixed Herbs,Pantry,3.1,3.1,0.0,70g,70g,,,True,['21300 HOYT FOOD'],['21300 HOYT FOOD']
3433081P,Doritos,Salsa Sour Cream & Chives,Pantry,2.5,2.5,0.0,300g,300g,$pecials,$pecials,True,,
136487P,Cadbury,Flake Chocolate Bar,Pantry,2.0,2.0,0.0,30g,30g,,,True,"['10626 TRANS TERRITORY FOODS (KATHERINE', '806712 HUNTER WHOLESALE CONFECTIONERS P', '618748 CADBURY P/', '950533 A & W HOLLIER WHOLESALE DISTRIBU', '419796 KRAFT JACOB SUCHARD (AUST) P/L']","['10626 TRANS TERRITORY FOODS (KATHERINE', '806712 HUNTER WHOLESALE CONFECTIONERS P', '618748 CADBURY P/', '950533 A & W HOLLIER WHOLESALE DISTRIBU', '419796 KRAFT JACOB SUCHARD (AUST) P/L']"
4699030P,Passage Foods,Passage To India Tikka Masala Simmer Sauce Pouch,Pantry,4.7,4.7,0.0,375g,375g,,,True,['943163 PASSAGE FO'],['943163 PASSAGE FO']
3616285P,John West,Chilli Infused Oil & Lemon Zest Deli Tuna,Pantry,2.7,2.7,0.0,90g,90g,,,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
9216869P,Johnson's,Moisturising Cream Body Wash,Health & Beauty,8.5,8.5,0.0,1L,1L,$pecials,$pecials,True,['24058 JOHNSON & JOHNSON PACIFIC P/L'],['24058 JOHNSON & JOHNSON PACIFIC P/L']
3896115P,Bounce,Hazelnut Cacao Brekkie Bar,Back to School,4.5,4.5,0.0,150g,150g,$pecials,$pecials,True,['968704 BOUNCE FOODS'],['968704 BOUNCE FOODS']
8944805P,Veet,In Shower Sensitive Hair Removal Cream,Health & Beauty,7.0,7.0,0.0,150g,150g,$pecials,$pecials,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
1013915P,Coles,Orange Juice,Drinks,2.0,2.0,0.0,500mL,500mL,,,True,['939953 GROVE FRUI'],['939953 GROVE FRUI']
459555P,Libra,Super Tampons,Health & Beauty,2.52,2.52,0.0,16 pack,16 pack,,,True,"['976023 ASALEO PERSONAL CARE', '4545 THE SORBENT PAPER CO']","['976023 ASALEO PERSONAL CARE', '4545 THE SORBENT PAPER CO']"
9193661P,Jols,Forest Berries Pastilles,Pantry,1.5,1.5,0.0,25g,25g,$pecials,$pecials,True,['921005 FERNDALE CONFECTIONERY P/L'],['921005 FERNDALE CONFECTIONERY P/L']
2864703P,Band-Aid,Aqua Block Waterproof Strips,Health & Beauty,4.8,4.8,0.0,40 pack,40 pack,$pecials,$pecials,True,['24058 JOHNSON & JOHNSON PACIFIC P/L'],['24058 JOHNSON & JOHNSON PACIFIC P/L']
1260335P,Natural Chip Co.,Honey Soy Chicken Potato Chips,Summer Entertaining,3.5,3.5,0.0,175g,175g,,,True,['636541 SNACK BRANDS AUSTRALIA'],['636541 SNACK BRANDS AUSTRALIA']
1263399P,Captain Morgan,Spiced Rum & Cola Can 6% 375mL,Liquor,22.0,20.0,2.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3919389P,Sabco,Latex Free Gloves Medium,Household,3.9,3.9,0.0,1 pair,1 pair,,,True,['953117 SABCO AUST P/L'],['953117 SABCO AUST P/L']
3676130P,Summerhouse,Marlborough Sauvignon Blanc 750mL,Liquor,24.0,24.0,0.0,1 Each,1 Each,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3024333P,Le Tan,Express Tan Mousse,Summer Entertaining,7.5,7.5,0.0,110mL,110mL,$pecials,$pecials,True,['971737 HERITAGE BRANDS (AUSTRALIS) PTY'],['971737 HERITAGE BRANDS (AUSTRALIS) PTY']
